,index,User_id,Local_sg_time,POI_id,POI_Type,Location_id,Category,L2_id,weekend,hour,new_id,new_id_reindex,location_id_reindex,user_id_reindex
1069,2163,41129,2013-01-11 16:34:05+00:00,2102,Combined,1264,Boutique,90,0,16,2102,146,774,24
1070,2165,41129,2013-01-17 05:16:58+00:00,2102,Combined,1248,Gym,62,0,5,2102,146,761,24
1071,2166,41129,2013-01-17 16:39:48+00:00,2209,Combined,997,Electronics Store,31,0,16,2209,160,612,24
1072,2172,41129,2013-02-03 08:03:14+00:00,1136,Independent,1136,Coffee Shop,6,1,8,6,6,693,24
1073,2173,41129,2013-02-03 12:34:36+00:00,2209,Combined,997,Electronics Store,31,1,12,2209,160,612,24
1074,2175,41129,2013-02-05 10:05:51+00:00,2103,Combined,1162,Caf,13,0,10,2103,147,706,24
1075,2176,41129,2013-02-05 17:04:14+00:00,1033,Independent,1033,Skating Rink,133,0,17,133,118,635,24
1076,2177,41129,2013-02-10 08:15:31+00:00,1151,Independent,1151,Breakfast Spot,70,1,8,70,64,701,24
1077,2178,41129,2013-02-10 12:42:26+00:00,2209,Combined,998,Clothing Store,21,1,12,2209,160,613,24
1078,2180,41129,2013-02-13 05:12:42+00:00,2102,Combined,1248,Gym,62,0,5,2102,146,761,24
1079,2181,41129,2013-02-13 11:15:18+00:00,1255,Independent,1255,Pizza Place,15,0,11,15,15,767,24
1080,2192,41129,2013-04-07 11:15:37+00:00,1253,Independent,1253,Clothing Store,21,1,11,21,20,765,24
1081,2193,41129,2013-04-07 14:02:22+00:00,513,Independent,513,Pizza Place,15,1,14,15,15,320,24
1082,2209,41129,2013-06-27 15:49:29+00:00,1245,Independent,1245,Department Store,19,0,15,19,18,759,24
1083,2210,41129,2013-06-27 15:53:29+00:00,2102,Combined,1254,Boutique,90,0,15,2102,146,766,24
1084,2212,41129,2013-07-19 08:09:08+00:00,1151,Independent,1151,Breakfast Spot,70,0,8,70,64,701,24
1085,2213,41129,2013-07-19 11:07:00+00:00,2102,Combined,1254,Boutique,90,0,11,2102,146,766,24
1086,2216,41129,2013-08-23 11:55:30+00:00,1245,Independent,1245,Department Store,19,0,11,19,18,759,24
1087,2217,41129,2013-08-23 13:48:32+00:00,453,Independent,453,Bakery,108,0,13,108,100,274,24
1088,2229,44292,2012-05-08 19:02:19+00:00,848,Independent,848,Hotel,1,0,19,1,1,528,25
1089,2230,44292,2012-05-08 19:36:49+00:00,2206,Combined,856,Mall,68,0,19,2206,157,532,25
1090,2231,44292,2012-05-09 06:43:05+00:00,848,Independent,848,Hotel,1,0,6,1,1,528,25
1091,2232,44292,2012-05-09 15:04:38+00:00,842,Independent,842,Pizza Place,15,0,15,15,15,523,25
1092,2234,44292,2012-06-08 06:52:08+00:00,1100,Independent,1100,Hotel,1,0,6,1,1,674,25
1093,2235,44292,2012-06-08 06:52:36+00:00,1102,Independent,1102,Restaurant,16,0,6,16,16,676,25
1094,2236,44292,2012-06-08 07:43:49+00:00,1104,Independent,1104,Coffee Shop,6,0,7,6,6,678,25
1095,2237,44292,2012-06-08 11:21:24+00:00,1078,Independent,1078,Sporting Goods Shop,28,0,11,28,27,660,25
1096,2240,45495,2012-07-11 10:20:12+00:00,442,Independent,442,Grocery Store,30,0,10,30,29,265,26
1097,2241,45495,2012-07-11 17:27:30+00:00,510,Independent,510,Bar,5,0,17,5,5,317,26
1098,2242,45495,2012-07-11 19:36:00+00:00,501,Independent,501,Pub,3,0,19,3,3,311,26
1099,2243,45495,2012-07-12 08:09:41+00:00,2104,Combined,1227,Diner,4,0,8,2104,148,749,26
1100,2244,45495,2012-07-12 10:56:59+00:00,509,Independent,509,Bar,5,0,10,5,5,316,26
1101,2245,45495,2012-07-12 18:40:59+00:00,509,Independent,509,Bar,5,0,18,5,5,316,26
1102,2246,45495,2012-07-12 22:02:44+00:00,534,Independent,534,Italian Restaurant,77,0,22,77,71,337,26
1103,2247,45495,2012-07-12 23:46:52+00:00,509,Independent,509,Bar,5,0,23,5,5,316,26
1104,2248,45495,2012-07-13 10:02:29+00:00,977,Independent,977,Pub,3,0,10,3,3,602,26
1105,2249,45495,2012-07-13 11:51:24+00:00,509,Independent,509,Bar,5,0,11,5,5,316,26
1106,2256,45495,2012-08-10 11:23:23+00:00,2300,Combined,700,Automotive Shop,35,0,11,2300,173,439,26
1107,2257,45495,2012-08-10 13:15:00+00:00,272,Independent,272,Brewery,137,0,13,137,122,153,26
1108,2258,45495,2012-08-10 17:04:15+00:00,364,Independent,364,Pub,3,0,17,3,3,218,26
1109,2259,45495,2012-08-11 04:22:36+00:00,340,Independent,340,Coffee Shop,6,1,4,6,6,204,26
1110,2260,45495,2012-08-11 14:00:21+00:00,509,Independent,509,Bar,5,1,14,5,5,316,26
1111,2261,45495,2012-08-11 15:15:24+00:00,508,Independent,508,Latin American Restaurant,134,1,15,134,119,315,26
1112,2262,45495,2012-08-11 15:16:32+00:00,509,Independent,509,Bar,5,1,15,5,5,316,26
1113,2263,45495,2012-08-12 08:59:19+00:00,509,Independent,509,Bar,5,1,8,5,5,316,26
1114,2264,45495,2012-08-12 12:01:28+00:00,509,Independent,509,Bar,5,1,12,5,5,316,26
1115,2266,45495,2012-08-14 09:46:16+00:00,574,Independent,574,Caf,13,0,9,13,13,368,26
1116,2267,45495,2012-08-14 12:20:19+00:00,2300,Combined,699,Automotive Shop,35,0,12,2300,173,438,26
1117,2268,45495,2012-08-17 17:08:59+00:00,272,Independent,272,Brewery,137,0,17,137,122,153,26
1118,2269,45495,2012-08-17 18:43:19+00:00,364,Independent,364,Pub,3,0,18,3,3,218,26
1119,2271,45495,2012-12-20 15:11:26+00:00,456,Independent,456,Italian Restaurant,77,0,15,77,71,277,26
1120,2272,45495,2012-12-20 15:29:15+00:00,443,Independent,443,Grocery Store,30,0,15,30,29,266,26
1121,2276,45495,2012-12-29 11:30:40+00:00,528,Independent,528,Electronics Store,31,1,11,31,30,332,26
1122,2277,45495,2012-12-29 15:22:05+00:00,977,Independent,977,Pub,3,1,15,3,3,602,26
1123,2278,45495,2013-01-17 14:46:39+00:00,285,Independent,285,Dog Run,67,0,14,67,62,163,26
1124,2279,45495,2013-01-17 17:55:47+00:00,977,Independent,977,Pub,3,0,17,3,3,602,26
1125,2282,45495,2013-01-26 10:50:19+00:00,509,Independent,509,Bar,5,1,10,5,5,316,26
1126,2283,45495,2013-01-26 12:05:39+00:00,977,Independent,977,Pub,3,1,12,3,3,602,26
1127,2284,45495,2013-02-11 06:57:31+00:00,521,Independent,521,Coffee Shop,6,0,6,6,6,327,26
1128,2285,45495,2013-02-11 16:21:12+00:00,365,Independent,365,Bar,5,0,16,5,5,219,26
1129,2290,45495,2013-02-27 14:12:19+00:00,781,Independent,781,Restaurant,16,0,14,16,16,488,26
1130,2291,45495,2013-02-27 18:25:07+00:00,532,Independent,532,American Restaurant,11,0,18,11,11,335,26
1131,2293,45495,2013-03-13 14:26:29+00:00,977,Independent,977,Pub,3,0,14,3,3,602,26
1132,2294,45495,2013-03-13 16:12:43+00:00,364,Independent,364,Pub,3,0,16,3,3,218,26
1133,2295,45495,2013-03-14 13:56:59+00:00,461,Independent,461,Mexican Restaurant,83,0,13,83,77,280,26
1134,2296,45495,2013-03-14 13:57:13+00:00,456,Independent,456,Italian Restaurant,77,0,13,77,71,277,26
1135,2298,45495,2013-03-17 09:13:09+00:00,465,Independent,465,Tanning Salon,139,1,9,139,123,282,26
1136,2299,45495,2013-03-17 09:50:07+00:00,509,Independent,509,Bar,5,1,9,5,5,316,26
1137,2300,45495,2013-03-17 12:57:16+00:00,977,Independent,977,Pub,3,1,12,3,3,602,26
1138,2301,45495,2013-03-20 10:28:48+00:00,509,Independent,509,Bar,5,0,10,5,5,316,26
1139,2302,45495,2013-03-20 12:40:56+00:00,461,Independent,461,Mexican Restaurant,83,0,12,83,77,280,26
1140,2303,45495,2013-03-20 13:42:03+00:00,285,Independent,285,Dog Run,67,0,13,67,62,163,26
1141,2304,45495,2013-03-21 09:08:19+00:00,362,Independent,362,Electronics Store,31,0,9,31,30,216,26
1142,2305,45495,2013-03-21 13:21:41+00:00,977,Independent,977,Pub,3,0,13,3,3,602,26
1143,2307,45495,2013-03-30 06:44:58+00:00,521,Independent,521,Coffee Shop,6,1,6,6,6,327,26
1144,2308,45495,2013-03-30 08:35:35+00:00,509,Independent,509,Bar,5,1,8,5,5,316,26
1145,2315,45495,2013-04-16 12:38:08+00:00,451,Independent,451,Wine Shop,72,0,12,72,66,273,26
1146,2316,45495,2013-04-16 12:40:58+00:00,444,Independent,444,Miscellaneous Shop,36,0,12,36,35,267,26
1147,2317,45495,2013-04-16 12:41:31+00:00,447,Independent,447,Drugstore / Pharmacy,25,0,12,25,24,270,26
1148,2330,47946,2012-04-08 11:35:04+00:00,2301,Combined,239,Restaurant,16,1,11,2301,174,140,27
1149,2331,47946,2012-04-08 15:26:40+00:00,2301,Combined,238,Furniture / Home Store,69,1,15,2301,174,139,27
1150,2333,47946,2012-04-13 05:41:52+00:00,560,Independent,560,Coffee Shop,6,0,5,6,6,357,27
1151,2334,47946,2012-04-13 17:02:56+00:00,575,Independent,575,Drugstore / Pharmacy,25,0,17,25,24,369,27
1152,2338,47946,2012-04-18 05:57:11+00:00,1136,Independent,1136,Coffee Shop,6,0,5,6,6,693,27
1153,2339,47946,2012-04-18 17:28:08+00:00,231,Independent,231,Electronics Store,31,0,17,31,30,134,27
1154,2341,47946,2012-04-20 06:20:45+00:00,560,Independent,560,Coffee Shop,6,0,6,6,6,357,27
1155,2342,47946,2012-04-20 17:28:40+00:00,2301,Combined,239,Restaurant,16,0,17,2301,174,140,27
1156,2345,47946,2012-04-24 04:59:45+00:00,1136,Independent,1136,Coffee Shop,6,0,4,6,6,693,27
1157,2346,47946,2012-04-24 14:28:11+00:00,575,Independent,575,Drugstore / Pharmacy,25,0,14,25,24,369,27
1158,2353,47946,2012-05-12 10:45:00+00:00,560,Independent,560,Coffee Shop,6,1,10,6,6,357,27
1159,2354,47946,2012-05-12 15:04:01+00:00,205,Independent,205,Drugstore / Pharmacy,25,1,15,25,24,118,27
1160,2362,47946,2012-06-07 05:00:28+00:00,1136,Independent,1136,Coffee Shop,6,0,5,6,6,693,27
1161,2363,47946,2012-06-07 14:39:14+00:00,831,Independent,831,Pet Store,61,0,14,61,56,518,27
1162,2366,47946,2012-06-10 16:45:01+00:00,2210,Combined,1041,Drugstore / Pharmacy,25,1,16,2210,161,641,27
1163,2367,47946,2012-06-10 18:05:25+00:00,877,Independent,877,Multiplex,39,1,18,39,37,543,27
1164,2369,47946,2012-06-12 07:58:34+00:00,1174,Independent,1174,Coffee Shop,6,0,7,6,6,711,27
1165,2370,47946,2012-06-12 07:58:56+00:00,1136,Independent,1136,Coffee Shop,6,0,7,6,6,693,27
1166,2371,47946,2012-06-12 17:12:29+00:00,884,Independent,884,Grocery Store,30,0,17,30,29,548,27
1167,2378,47946,2012-07-04 05:05:03+00:00,1136,Independent,1136,Coffee Shop,6,0,5,6,6,693,27
1168,2379,47946,2012-07-04 15:02:48+00:00,575,Independent,575,Drugstore / Pharmacy,25,0,15,25,24,369,27
1169,2387,47946,2012-07-13 15:18:20+00:00,2210,Combined,1041,Drugstore / Pharmacy,25,0,15,2210,161,641,27
1170,2388,47946,2012-07-13 15:40:16+00:00,2215,Combined,27,Arts & Crafts Store,76,0,15,2215,166,13,27
1171,2397,47946,2012-09-14 05:00:50+00:00,1174,Independent,1174,Coffee Shop,6,0,5,6,6,711,27
1172,2398,47946,2012-09-14 20:36:40+00:00,910,Independent,910,Fast Food Restaurant,24,0,20,24,23,564,27
1173,2399,47946,2012-09-14 21:05:22+00:00,877,Independent,877,Multiplex,39,0,21,39,37,543,27
1174,2402,47946,2012-10-25 05:03:35+00:00,1136,Independent,1136,Coffee Shop,6,0,5,6,6,693,27
1175,2403,47946,2012-10-25 14:58:36+00:00,537,Independent,537,Doctor's Office,65,0,14,65,60,339,27
1176,2406,47946,2012-11-05 06:01:27+00:00,1136,Independent,1136,Coffee Shop,6,0,6,6,6,693,27
1177,2407,47946,2012-11-05 17:15:53+00:00,575,Independent,575,Drugstore / Pharmacy,25,0,17,25,24,369,27
1178,2411,47946,2012-11-10 21:53:31+00:00,313,Independent,313,Brazilian Restaurant,78,1,21,78,72,183,27
1179,2412,47946,2012-11-10 22:02:07+00:00,474,Independent,474,Casino,8,1,22,8,8,290,27
1180,2413,47946,2012-11-10 22:05:22+00:00,493,Independent,493,Nightclub,51,1,22,51,47,305,27
1181,2414,47946,2012-11-12 14:40:44+00:00,575,Independent,575,Drugstore / Pharmacy,25,0,14,25,24,369,27
1182,2415,47946,2012-11-12 16:13:07+00:00,537,Independent,537,Doctor's Office,65,0,16,65,60,339,27
1183,2420,47946,2012-11-26 05:58:54+00:00,1136,Independent,1136,Coffee Shop,6,0,5,6,6,693,27
1184,2421,47946,2012-11-26 15:58:39+00:00,1101,Independent,1101,Coffee Shop,6,0,15,6,6,675,27
1185,2429,47946,2012-12-22 12:13:30+00:00,528,Independent,528,Electronics Store,31,1,12,31,30,332,27
1186,2430,47946,2012-12-22 18:46:08+00:00,2301,Combined,246,Department Store,19,1,18,2301,174,146,27
1187,2441,47946,2013-03-28 04:59:38+00:00,1136,Independent,1136,Coffee Shop,6,0,4,6,6,693,27
1188,2442,47946,2013-03-28 16:09:07+00:00,575,Independent,575,Drugstore / Pharmacy,25,0,16,25,24,369,27
1189,2445,47946,2013-05-01 04:59:11+00:00,1136,Independent,1136,Coffee Shop,6,0,4,6,6,693,27
1190,2446,47946,2013-05-01 16:15:56+00:00,575,Independent,575,Drugstore / Pharmacy,25,0,16,25,24,369,27
1191,2458,48512,2012-04-21 11:47:20+00:00,2204,Combined,743,Fast Food Restaurant,24,1,11,2204,155,464,28
1192,2459,48512,2012-04-21 16:33:18+00:00,752,Independent,752,Vietnamese Restaurant,85,1,16,85,79,470,28
1193,2461,48512,2012-05-01 13:33:31+00:00,490,Independent,490,Medical Center,48,0,13,48,44,303,28
1194,2462,48512,2012-05-01 15:23:08+00:00,489,Independent,489,Coffee Shop,6,0,15,6,6,302,28
1195,2463,48512,2012-05-17 11:24:31+00:00,1017,Independent,1017,Sandwich Place,52,0,11,52,48,624,28
1196,2464,48512,2012-05-17 12:00:34+00:00,728,Independent,728,Doctor's Office,65,0,12,65,60,455,28
1197,2470,48512,2012-06-08 14:44:23+00:00,1014,Independent,1014,Fast Food Restaurant,24,0,14,24,23,623,28
1198,2471,48512,2012-06-08 15:12:14+00:00,1013,Independent,1013,Pet Store,61,0,15,61,56,622,28
1199,2472,48512,2012-06-08 18:16:11+00:00,2209,Combined,1004,Fast Food Restaurant,24,0,18,2209,160,616,28
1200,2473,48512,2012-06-08 19:05:28+00:00,2209,Combined,1006,Miscellaneous Shop,36,0,19,2209,160,618,28
1201,2474,48512,2012-06-08 19:33:43+00:00,2202,Combined,614,Arts & Crafts Store,76,0,19,2202,153,382,28
1202,2475,48512,2012-06-12 12:39:27+00:00,2209,Combined,1004,Fast Food Restaurant,24,0,12,2209,160,616,28
1203,2476,48512,2012-06-12 13:10:36+00:00,2209,Combined,994,Toy / Game Store,47,0,13,2209,160,609,28
1204,2477,48512,2012-06-12 13:29:40+00:00,2209,Combined,996,Cosmetics Shop,82,0,13,2209,160,611,28
1205,2480,48512,2012-06-26 08:33:58+00:00,15,Independent,15,Medical Center,48,0,8,48,44,8,28
1206,2481,48512,2012-06-26 12:28:38+00:00,1014,Independent,1014,Fast Food Restaurant,24,0,12,24,23,623,28
1207,2483,48512,2012-07-04 14:21:16+00:00,1014,Independent,1014,Fast Food Restaurant,24,0,14,24,23,623,28
1208,2484,48512,2012-07-04 14:48:09+00:00,1012,Independent,1012,Flower Shop,75,0,14,75,69,621,28
1209,2493,48512,2012-11-23 14:51:16+00:00,1025,Independent,1025,Fast Food Restaurant,24,0,14,24,23,629,28
1210,2494,48512,2012-11-23 17:09:42+00:00,1017,Independent,1017,Sandwich Place,52,0,17,52,48,624,28
1211,2499,48512,2012-12-05 16:28:40+00:00,2209,Combined,1001,Ice Cream Shop,9,0,16,2209,160,615,28
1212,2500,48512,2012-12-05 17:30:26+00:00,660,Independent,660,Pizza Place,15,0,17,15,15,414,28
1213,2501,48512,2012-12-06 17:59:13+00:00,1039,Independent,1039,Grocery Store,30,0,17,30,29,639,28
1214,2502,48512,2012-12-06 18:33:27+00:00,2210,Combined,1045,Automotive Shop,35,0,18,2210,161,643,28
1215,2506,48512,2012-12-17 18:04:25+00:00,2202,Combined,614,Arts & Crafts Store,76,0,18,2202,153,382,28
1216,2507,48512,2012-12-17 19:21:20+00:00,2202,Combined,612,Grocery Store,30,0,19,2202,153,380,28
1217,2508,48512,2012-12-18 13:25:37+00:00,15,Independent,15,Medical Center,48,0,13,48,44,8,28
1218,2509,48512,2012-12-18 17:55:47+00:00,1014,Independent,1014,Fast Food Restaurant,24,0,17,24,23,623,28
1219,2525,48512,2013-04-04 12:27:12+00:00,490,Independent,490,Medical Center,48,0,12,48,44,303,28
1220,2526,48512,2013-04-04 12:43:06+00:00,489,Independent,489,Coffee Shop,6,0,12,6,6,302,28
1221,2535,48512,2013-05-07 15:53:20+00:00,490,Independent,490,Medical Center,48,0,15,48,44,303,28
1222,2536,48512,2013-05-07 19:46:54+00:00,2209,Combined,1011,Department Store,19,0,19,2209,160,620,28
1223,2537,48512,2013-05-15 12:35:23+00:00,490,Independent,490,Medical Center,48,0,12,48,44,303,28
1224,2538,48512,2013-05-15 13:19:59+00:00,489,Independent,489,Coffee Shop,6,0,13,6,6,302,28
1225,2547,49529,2012-04-10 09:34:40+00:00,1095,Independent,1095,Nightclub,51,0,9,51,47,669,29
1226,2548,49529,2012-04-10 10:33:41+00:00,1100,Independent,1100,Hotel,1,0,10,1,1,674,29
1227,2549,49529,2012-04-10 10:34:08+00:00,1102,Independent,1102,Restaurant,16,0,10,16,16,676,29
1228,2550,49529,2012-04-11 12:09:11+00:00,546,Independent,546,Deli / Bodega,107,0,12,107,99,346,29
1229,2551,49529,2012-04-11 18:47:52+00:00,346,Independent,346,Casino,8,0,18,8,8,207,29
1230,2552,49529,2012-04-11 20:54:00+00:00,207,Independent,207,Bar,5,0,20,5,5,120,29
1231,2553,49529,2012-04-11 23:56:30+00:00,368,Independent,368,Nightclub,51,0,23,51,47,221,29
1232,2556,49529,2012-04-14 15:41:58+00:00,522,Independent,522,Drugstore / Pharmacy,25,1,15,25,24,328,29
1233,2557,49529,2012-04-14 15:44:34+00:00,572,Independent,572,Ice Cream Shop,9,1,15,9,9,366,29
1234,2558,49529,2012-04-14 19:45:55+00:00,1095,Independent,1095,Nightclub,51,1,19,51,47,669,29
1235,2559,49529,2012-04-14 22:00:24+00:00,1095,Independent,1095,Nightclub,51,1,22,51,47,669,29
1236,2562,49529,2012-04-19 17:12:10+00:00,1095,Independent,1095,Nightclub,51,0,17,51,47,669,29
1237,2563,49529,2012-04-19 22:15:21+00:00,1095,Independent,1095,Nightclub,51,0,22,51,47,669,29
1238,2566,49529,2012-04-23 14:05:10+00:00,490,Independent,490,Medical Center,48,0,14,48,44,303,29
1239,2567,49529,2012-04-23 14:22:27+00:00,448,Independent,448,American Restaurant,11,0,14,11,11,271,29
1240,2568,49529,2012-04-23 16:50:59+00:00,2105,Combined,1241,Sports Bar,42,0,16,2105,149,756,29
1241,2569,49529,2012-04-24 12:04:18+00:00,2102,Combined,1250,Restaurant,16,0,12,2102,146,763,29
1242,2570,49529,2012-04-24 14:32:44+00:00,1095,Independent,1095,Nightclub,51,0,14,51,47,669,29
1243,2572,49529,2012-04-28 12:16:39+00:00,1095,Independent,1095,Nightclub,51,1,12,51,47,669,29
1244,2573,49529,2012-04-28 14:03:19+00:00,793,Independent,793,Hobby Shop,123,1,14,123,112,495,29
1245,2574,49529,2012-05-03 12:31:32+00:00,306,Independent,306,Restaurant,16,0,12,16,16,179,29
1246,2575,49529,2012-05-03 12:56:12+00:00,2217,Combined,118,American Restaurant,11,0,12,2217,168,62,29
1247,2576,49529,2012-05-03 12:56:57+00:00,125,Independent,125,Beer Garden,140,0,12,140,124,67,29
1248,2577,49529,2012-05-03 12:57:58+00:00,130,Independent,130,Restaurant,16,0,12,16,16,71,29
1249,2578,49529,2012-05-03 14:15:44+00:00,306,Independent,306,Restaurant,16,0,14,16,16,179,29
1250,2579,49529,2012-05-04 14:57:52+00:00,407,Independent,407,Convention Center,74,0,14,74,68,243,29
1251,2580,49529,2012-05-04 17:53:52+00:00,1095,Independent,1095,Nightclub,51,0,17,51,47,669,29
1252,2582,49529,2012-05-06 17:10:18+00:00,1095,Independent,1095,Nightclub,51,1,17,51,47,669,29
1253,2583,49529,2012-05-06 19:45:59+00:00,1094,Independent,1094,Strip Club,27,1,19,27,26,668,29
1254,2584,49529,2012-05-06 20:06:10+00:00,1095,Independent,1095,Nightclub,51,1,20,51,47,669,29
1255,2585,49529,2012-05-08 12:31:41+00:00,572,Independent,572,Ice Cream Shop,9,0,12,9,9,366,29
1256,2586,49529,2012-05-08 13:03:26+00:00,1095,Independent,1095,Nightclub,51,0,13,51,47,669,29
1257,2587,49529,2012-05-08 16:46:02+00:00,914,Independent,914,Hotel,1,0,16,1,1,565,29
1258,2588,49529,2012-05-08 19:38:18+00:00,208,Independent,208,Ice Cream Shop,9,0,19,9,9,121,29
1259,2589,49529,2012-05-09 09:27:46+00:00,1095,Independent,1095,Nightclub,51,0,9,51,47,669,29
1260,2590,49529,2012-05-09 11:16:01+00:00,1130,Independent,1130,Plaza,109,0,11,109,101,690,29
1261,2591,49529,2012-05-09 15:39:51+00:00,1095,Independent,1095,Nightclub,51,0,15,51,47,669,29
1262,2593,49529,2012-05-11 18:32:52+00:00,1095,Independent,1095,Nightclub,51,0,18,51,47,669,29
1263,2594,49529,2012-05-11 22:26:51+00:00,436,Independent,436,Bar,5,0,22,5,5,260,29
1264,2595,49529,2012-05-11 22:39:18+00:00,426,Independent,426,Nightclub,51,0,22,51,47,253,29
1265,2597,49529,2012-05-16 11:37:09+00:00,1095,Independent,1095,Nightclub,51,0,11,51,47,669,29
1266,2598,49529,2012-05-16 11:44:23+00:00,2102,Combined,1250,Restaurant,16,0,11,2102,146,763,29
1267,2599,49529,2012-05-16 17:58:27+00:00,947,Independent,947,Concert Hall,40,0,17,40,38,585,29
1268,2605,49529,2012-05-27 02:57:18+00:00,539,Independent,539,Coffee Shop,6,1,2,6,6,340,29
1269,2606,49529,2012-05-27 17:08:52+00:00,306,Independent,306,Restaurant,16,1,17,16,16,179,29
1270,2607,49529,2012-05-28 03:21:36+00:00,1095,Independent,1095,Nightclub,51,0,3,51,47,669,29
1271,2608,49529,2012-05-28 21:09:04+00:00,495,Independent,495,Southern / Soul Food Restaurant,96,0,21,96,89,306,29
1272,2609,49529,2012-05-29 12:28:06+00:00,1095,Independent,1095,Nightclub,51,0,12,51,47,669,29
1273,2610,49529,2012-05-29 16:22:07+00:00,95,Independent,95,Fried Chicken Joint,127,0,16,127,114,50,29
1274,2612,49529,2012-06-02 17:52:14+00:00,1095,Independent,1095,Nightclub,51,1,17,51,47,669,29
1275,2613,49529,2012-06-02 19:55:40+00:00,2105,Combined,1241,Sports Bar,42,1,19,2105,149,756,29
1276,2614,49529,2012-06-02 21:52:00+00:00,1095,Independent,1095,Nightclub,51,1,21,51,47,669,29
1277,2615,49529,2012-06-03 02:59:49+00:00,381,Independent,381,Breakfast Spot,70,1,2,70,64,226,29
1278,2616,49529,2012-06-03 18:49:00+00:00,1095,Independent,1095,Nightclub,51,1,18,51,47,669,29
1279,2617,49529,2012-06-03 19:12:52+00:00,306,Independent,306,Restaurant,16,1,19,16,16,179,29
1280,2619,49529,2012-06-06 09:23:51+00:00,1095,Independent,1095,Nightclub,51,0,9,51,47,669,29
1281,2620,49529,2012-06-06 12:34:02+00:00,947,Independent,947,Concert Hall,40,0,12,40,38,585,29
1282,2621,49529,2012-06-06 21:39:41+00:00,306,Independent,306,Restaurant,16,0,21,16,16,179,29
1283,2622,49529,2012-06-07 13:16:31+00:00,306,Independent,306,Restaurant,16,0,13,16,16,179,29
1284,2623,49529,2012-06-07 15:45:30+00:00,306,Independent,306,Restaurant,16,0,15,16,16,179,29
1285,2624,49529,2012-06-08 12:39:46+00:00,510,Independent,510,Bar,5,0,12,5,5,317,29
1286,2625,49529,2012-06-08 17:06:52+00:00,1095,Independent,1095,Nightclub,51,0,17,51,47,669,29
1287,2626,49529,2012-06-09 15:03:34+00:00,1095,Independent,1095,Nightclub,51,1,15,51,47,669,29
1288,2627,49529,2012-06-09 21:01:01+00:00,1095,Independent,1095,Nightclub,51,1,21,51,47,669,29
1289,2633,49529,2012-07-08 15:11:39+00:00,1095,Independent,1095,Nightclub,51,1,15,51,47,669,29
1290,2634,49529,2012-07-08 15:22:56+00:00,510,Independent,510,Bar,5,1,15,5,5,317,29
1291,2635,49529,2012-07-08 16:20:42+00:00,506,Independent,506,American Restaurant,11,1,16,11,11,314,29
1292,2636,49529,2012-07-08 17:17:54+00:00,2105,Combined,1241,Sports Bar,42,1,17,2105,149,756,29
1293,2638,49529,2012-08-09 12:15:56+00:00,1095,Independent,1095,Nightclub,51,0,12,51,47,669,29
1294,2639,49529,2012-08-09 12:16:07+00:00,1102,Independent,1102,Restaurant,16,0,12,16,16,676,29
1295,2640,49529,2012-08-09 12:16:32+00:00,1100,Independent,1100,Hotel,1,0,12,1,1,674,29
1296,2643,49529,2012-10-28 20:35:50+00:00,390,Independent,390,Pub,3,1,20,3,3,230,29
1297,2644,49529,2012-10-28 21:27:05+00:00,534,Independent,534,Italian Restaurant,77,1,21,77,71,337,29
1298,2645,49529,2012-10-31 20:14:03+00:00,1095,Independent,1095,Nightclub,51,0,20,51,47,669,29
1299,2646,49529,2012-10-31 21:34:31+00:00,436,Independent,436,Bar,5,0,21,5,5,260,29
1300,2647,49529,2012-10-31 21:50:00+00:00,368,Independent,368,Nightclub,51,0,21,51,47,221,29
1301,2648,49529,2012-11-25 16:32:13+00:00,950,Independent,950,Mexican Restaurant,83,1,16,83,77,588,29
1302,2649,49529,2012-11-25 16:44:39+00:00,1029,Independent,1029,Pub,3,1,16,3,3,632,29
1303,2650,49529,2012-11-25 20:53:10+00:00,981,Independent,981,Pizza Place,15,1,20,15,15,604,29
1304,2651,49529,2012-11-25 21:01:19+00:00,1030,Independent,1030,Steakhouse,2,1,21,2,2,633,29
1305,2652,49529,2012-11-25 21:48:39+00:00,1095,Independent,1095,Nightclub,51,1,21,51,47,669,29
1306,2654,49529,2012-12-02 22:56:17+00:00,11,Independent,11,Pub,3,1,22,3,3,5,29
1307,2655,49529,2012-12-02 23:53:56+00:00,1095,Independent,1095,Nightclub,51,1,23,51,47,669,29
1308,2660,49529,2012-12-28 22:46:13+00:00,504,Independent,504,Sports Bar,42,0,22,42,39,312,29
1309,2661,49529,2012-12-28 23:14:25+00:00,445,Independent,445,Restaurant,16,0,23,16,16,268,29
1310,2662,49529,2013-01-30 17:28:15+00:00,1114,Independent,1114,Pub,3,0,17,3,3,684,29
1311,2663,49529,2013-01-30 21:47:33+00:00,817,Independent,817,Pub,3,0,21,3,3,507,29
1312,2664,49529,2013-01-30 23:25:03+00:00,549,Independent,549,Pub,3,0,23,3,3,349,29
1313,2682,50019,2012-04-18 06:56:05+00:00,1206,Independent,1206,City Hall,32,0,6,32,31,736,30
1314,2683,50019,2012-04-18 18:41:41+00:00,214,Independent,214,Pub,3,0,18,3,3,125,30
1315,2685,50019,2012-04-23 04:35:27+00:00,468,Independent,468,Yoga Studio,98,0,4,98,91,284,30
1316,2686,50019,2012-04-23 07:08:06+00:00,1206,Independent,1206,City Hall,32,0,7,32,31,736,30
